ApplicationType,BusinessType,City,StateCode,ZipCode,Created,Submitted,InReview,Billed,Paid,UnderInspection,Ready,Issued,Printed,DaysInCreatedStatus,DaysInReview,DaysInBilled,DaysInPaid,DaysInUnderInspection,DaysInReady,DaysInIssued,TotalDaysCreationToPrint_Original,PostalCode,TotalDaysCreationToIssuance_Recalc,TotalDaysCreationToIssuance_Ints,Human_Baseline,PostalCodeStratify,Created_DayOfYear,Created_Month,Created_DayOfMonth,Created_DayOfWeek,Created_Year
Certificate Of Use,Office,Miami,FL,33145,2018-01-22,2018-01-22,2018-01-22,2018-01-22,2018-01-23,2018-01-24,2018-01-24,2018-01-31,2018-02-16,0,0,1,1,0,7,16,25,33145,9 days 00:00:00.000000000,9,62,33145,22,1,22,0,2018
Certificate Of Use,General Commercial,Miami,FL,33125,2018-01-22,2018-01-22,2018-01-25,2018-01-25,2018-01-29,2018-02-01,2018-02-05,2018-02-15,2018-02-16,3,0,4,3,4,10,1,25,33125,24 days 00:00:00.000000000,24,62,33125,22,1,22,0,2018
Certificate Of Use,Office,Miami,FL,33125,2018-01-22,2018-01-22,2018-01-22,2018-01-22,2018-01-23,2018-01-24,2018-01-26,2018-01-26,2018-02-16,0,0,1,1,2,0,21,25,33125,4 days 00:00:00.000000000,4,62,33125,22,1,22,0,2018
Certificate Of Use,Office,Miami,FL,33132,2018-01-22,2018-01-22,2018-01-25,2018-01-25,2018-01-29,2018-02-05,2018-02-06,2018-03-06,2018-03-09,3,0,4,7,1,28,3,46,33132,43 days 00:00:00.000000000,43,62,33132,22,1,22,0,2018
Certificate Of Use,Office,Miami,FL,33145,2018-01-22,2018-01-22,2018-01-26,2018-01-26,2018-01-29,2018-02-05,2018-03-13,2018-03-29,2018-04-13,4,0,3,7,36,16,15,81,33145,66 days 00:00:00.000000000,66,62,33145,22,1,22,0,2018
Certificate Of Use,Office,Miami,FL,33133,2018-01-22,2018-01-22,2018-01-23,2018-01-23,2018-01-24,2018-01-31,2018-02-01,2018-02-07,2018-02-16,1,0,1,7,1,6,9,25,33133,16 days 00:00:00.000000000,16,62,33133,22,1,22,0,2018
Certificate Of Use,Unknown,Miami,FL,33135,2018-01-23,,2018-01-23,2018-01-23,2018-01-26,2018-02-12,2018-02-20,2018-02-20,2018-02-23,0,0,3,17,8,0,3,31,33135,28 days 00:00:00.000000000,28,413,33135,23,1,23,1,2018
Certificate Of Use,Office,Miami,FL,33130,2018-01-23,,2018-01-23,2018-01-23,2018-01-24,2018-01-30,2018-01-31,2018-02-01,2018-02-16,0,0,1,6,1,1,15,24,33130,9 days 00:00:00.000000000,9,62,33130,23,1,23,1,2018
Certificate Of Use,Office,Miami,FL,33136,2018-01-23,2018-01-23,2018-01-23,2018-01-23,2018-01-24,2018-01-24,2018-02-14,2018-02-14,2018-02-16,0,0,1,0,21,0,2,24,33136,22 days 00:00:00.000000000,22,62,33136,23,1,23,1,2018
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33142,2018-01-23,,2018-01-23,2018-01-23,2018-01-24,2018-01-29,2018-01-31,2018-01-31,2018-02-16,0,0,1,5,2,0,16,24,33142,8 days 00:00:00.000000000,8,62,33142,23,1,23,1,2018
Certificate Of Use,Office,Miami,FL,33144,2018-01-23,,2018-01-23,2018-01-23,2018-01-24,2018-01-29,2018-02-02,2018-02-02,2018-02-16,0,0,1,5,4,0,14,24,33144,10 days 00:00:00.000000000,10,62,33144,23,1,23,1,2018
Certificate Of Use,Unknown,Miami,FL,33144,2018-01-23,,2018-01-23,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-26,2018-02-16,0,0,1,1,1,0,21,24,33144,3 days 00:00:00.000000000,3,413,33144,23,1,23,1,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33127,2018-01-23,,2018-01-23,2018-01-23,2018-01-24,2018-01-30,2018-01-30,2018-01-30,2018-02-16,0,0,1,6,0,0,17,24,33127,7 days 00:00:00.000000000,7,105,33127,23,1,23,1,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33127,2018-01-24,,2018-01-24,2018-01-24,2018-01-25,2018-02-05,2018-02-13,2018-02-21,2018-02-23,0,0,1,11,8,8,2,30,33127,28 days 00:00:00.000000000,28,105,33127,24,1,24,2,2018
Certificate Of Use,Unknown,Miami,FL,33138,2018-01-24,,2018-01-24,2018-01-24,2018-01-25,2018-01-30,2018-02-02,2018-02-02,2018-02-16,0,0,1,5,3,0,14,23,33138,9 days 00:00:00.000000000,9,413,33138,24,1,24,2,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-01-24,,2018-01-24,2018-01-24,2018-01-25,2018-01-25,2018-06-14,2018-06-14,2018-06-22,0,0,1,0,140,0,8,149,33132,141 days 00:00:00.000000000,141,62,33132,24,1,24,2,2018
Certificate Of Use,Office,Miami,FL,33145,2018-01-24,,2018-01-24,2018-01-24,2018-01-25,2018-01-25,2018-01-31,2018-01-31,2018-02-16,0,0,1,0,6,0,16,23,33145,7 days 00:00:00.000000000,7,62,33145,24,1,24,2,2018
Certificate Of Use,Office,Miami,FL,33135,2018-01-24,2018-01-24,2018-01-24,2018-01-24,2018-01-25,2018-02-07,2018-02-07,2018-02-08,2018-02-16,0,0,1,13,0,1,8,23,33135,15 days 00:00:00.000000000,15,62,33135,24,1,24,2,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-01-24,,2018-01-24,2018-01-24,2018-01-25,2018-01-30,2018-01-30,2018-02-02,2018-02-16,0,0,1,5,0,3,14,23,33132,9 days 00:00:00.000000000,9,62,33132,24,1,24,2,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-01-24,,2018-01-24,2018-01-24,2018-01-25,2018-01-31,2018-02-09,2018-07-11,2018-07-13,0,0,1,6,9,152,2,170,33137,168 days 00:00:00.000000000,168,62,33137,24,1,24,2,2018
Certificate Of Use,General Commercial,Miami,FL,33142,2018-01-24,,2018-01-24,2018-01-24,2018-01-25,2018-01-26,2018-01-31,2018-01-31,2018-02-16,0,0,1,1,5,0,16,23,33142,7 days 00:00:00.000000000,7,62,33142,24,1,24,2,2018
Certificate Of Use,Office,Miami,FL,33130,2018-01-24,2018-01-24,2018-01-24,2018-01-24,2018-01-25,2018-01-31,2018-02-02,2018-02-02,2018-02-16,0,0,1,6,2,0,14,23,33130,9 days 00:00:00.000000000,9,62,33130,24,1,24,2,2018
Certificate Of Use,Office,Miami,FL,33131,2018-01-24,2018-01-24,2018-01-26,2018-01-26,2018-01-29,2018-01-29,2018-02-08,2018-02-09,2018-02-16,2,0,3,0,10,1,7,23,33131,16 days 00:00:00.000000000,16,62,33131,24,1,24,2,2018
Certificate Of Use,Office,Miami,FL,33145,2018-01-24,2018-01-24,2018-01-24,2018-01-24,2018-01-25,2020-01-10,2020-01-10,2020-01-13,2020-01-17,0,0,1,715,0,3,4,723,33145,719 days 00:00:00.000000000,719,62,33145,24,1,24,2,2018
Certificate Of Use,Office,Miami,FL,33133,2018-01-24,2018-01-24,2018-01-25,2018-01-25,2018-01-26,2018-01-30,2018-01-31,2018-02-01,2018-02-16,1,0,1,4,1,1,15,23,33133,8 days 00:00:00.000000000,8,62,33133,24,1,24,2,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33137,2018-01-24,2018-01-24,2018-02-02,2018-02-02,2018-02-06,2018-04-26,2019-01-30,2019-09-13,2019-09-27,9,0,4,79,279,226,14,611,33137,597 days 00:00:00.000000000,597,156,33137,24,1,24,2,2018
Accessory Of Use,Home Office,Miami,FL,33138,2018-01-25,2018-01-25,2018-01-25,2018-01-25,2018-01-26,2018-02-02,2018-02-02,2018-02-05,2018-02-16,0,0,1,7,0,3,11,22,33138,11 days 00:00:00.000000000,11,28,33138,25,1,25,3,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-01-25,2018-01-25,2018-01-25,2018-01-25,2018-01-26,2018-01-29,2018-01-31,2018-03-05,2018-03-09,0,0,1,3,2,33,4,43,33132,39 days 00:00:00.000000000,39,62,33132,25,1,25,3,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-01-25,,2018-01-25,2018-01-25,2018-06-19,2018-06-22,2018-06-22,2018-06-25,2018-07-06,0,0,145,3,0,3,11,162,33132,151 days 00:00:00.000000000,151,62,33132,25,1,25,3,2018
Certificate Of Use,General Commercial,Miami,FL,33150,2018-01-25,2018-01-25,2018-01-25,2018-01-25,2018-01-30,2018-02-01,2018-02-06,2018-02-22,2018-02-23,0,0,5,2,5,16,1,29,33150,28 days 00:00:00.000000000,28,62,33150,25,1,25,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33125,2018-01-25,,2018-01-25,2018-01-25,2018-01-26,2018-01-30,2018-02-08,2018-03-27,2018-04-13,0,0,1,4,9,47,17,78,33125,61 days 00:00:00.000000000,61,105,33125,25,1,25,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33125,2018-01-25,2018-01-25,2018-01-25,2018-01-25,2018-01-26,2018-03-01,2018-03-01,2018-03-01,2018-03-09,0,0,1,34,0,0,8,43,33125,35 days 00:00:00.000000000,35,105,33125,25,1,25,3,2018
Certificate Of Use,Marine Related Commercial Establishment,Miami,FL,33127,2018-01-26,,2018-01-26,2018-01-26,2018-01-27,2018-02-22,2018-02-22,2018-04-30,2018-05-14,0,0,1,26,0,67,14,108,33127,94 days 00:00:00.000000000,94,62,33127,26,1,26,4,2018
Certificate Of Use,Learning Center,Miami,FL,33132,2018-01-25,,2018-01-25,2018-01-25,2018-01-26,2018-01-26,2018-01-26,2018-01-29,2018-02-16,0,0,1,0,0,3,18,22,33132,4 days 00:00:00.000000000,4,62,33132,25,1,25,3,2018
Certificate Of Use,Office,Miami,FL,33131,2018-01-25,2018-01-25,2018-01-26,2018-01-26,2018-01-29,2018-01-30,2018-02-01,2018-02-01,2018-02-16,1,0,3,1,2,0,15,22,33131,7 days 00:00:00.000000000,7,62,33131,25,1,25,3,2018
Certificate Of Use,Office,Miami,FL,33131,2018-01-25,2018-01-25,2018-01-25,2018-01-25,2018-03-03,2018-03-26,2018-03-27,2018-03-29,2018-04-13,0,0,37,23,1,2,15,78,33131,63 days 00:00:00.000000000,63,62,33131,25,1,25,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33138,2018-01-25,2018-01-25,2018-01-26,2018-01-26,2018-01-27,2018-02-07,2018-02-09,2018-02-13,2018-02-16,1,0,1,11,2,4,3,22,33138,19 days 00:00:00.000000000,19,105,33138,25,1,25,3,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33137,2018-01-26,2018-01-26,2018-01-26,2018-01-26,2018-03-23,2018-03-30,2018-03-30,2018-03-30,2018-04-13,0,0,56,7,0,0,14,77,33137,63 days 00:00:00.000000000,63,105,33137,26,1,26,4,2018
Certificate Of Use,General Commercial,Miami,FL,33138,2018-01-26,,2018-01-26,2018-01-26,2018-01-27,2018-01-31,2018-03-19,2018-03-22,2018-03-23,0,0,1,4,47,3,1,56,33138,55 days 00:00:00.000000000,55,62,33138,26,1,26,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33142,2018-01-26,,2018-01-26,2018-01-26,2018-01-27,2018-03-29,2018-03-29,2018-03-29,2018-04-13,0,0,1,61,0,0,15,77,33142,62 days 00:00:00.000000000,62,105,33142,26,1,26,4,2018
Certificate Of Use,General Commercial,Miami,FL,33150,2018-01-26,,2018-01-26,2018-01-26,2018-01-27,2018-02-01,2018-02-28,2018-02-28,2018-03-09,0,0,1,5,27,0,9,42,33150,33 days 00:00:00.000000000,33,62,33150,26,1,26,4,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33130,2018-01-26,,2018-01-26,2018-01-26,2018-03-07,2018-03-27,2018-04-12,2018-04-12,2018-04-13,0,0,40,20,16,0,1,77,33130,76 days 00:00:00.000000000,76,156,33130,26,1,26,4,2018
Certificate Of Use,General Commercial,Miami,FL,33138,2018-01-26,2018-01-26,2018-01-29,2018-01-29,2018-01-30,2018-01-31,2018-05-25,2018-06-06,2018-06-08,3,0,1,1,114,12,2,133,33138,131 days 00:00:00.000000000,131,62,33138,26,1,26,4,2018
Certificate Of Use,Pre-School,Miami,FL,33129,2018-02-02,,2018-02-02,2018-02-02,2018-02-06,2018-02-21,2018-02-21,2018-02-21,2018-02-23,0,0,4,15,0,0,2,21,33129,19 days 00:00:00.000000000,19,62,33129,33,2,2,4,2018
Certificate Of Use,Unknown,Miami,FL,33132,2018-01-29,,2018-01-29,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-01,2018-02-16,0,0,1,1,1,0,15,18,33132,3 days 00:00:00.000000000,3,413,33132,29,1,29,0,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33128,2018-01-29,,2018-01-29,2018-01-29,2018-01-30,2018-05-25,2018-06-07,2018-06-11,2018-06-22,0,0,1,115,13,4,11,144,33128,133 days 00:00:00.000000000,133,156,33128,29,1,29,0,2018
Certificate Of Use,General Commercial,Miami,FL,33127,2018-01-29,,2018-01-29,2018-01-29,2018-01-30,2018-02-01,2018-02-12,2018-02-13,2018-02-16,0,0,1,2,11,1,3,18,33127,15 days 00:00:00.000000000,15,62,33127,29,1,29,0,2018
Certificate Of Use,General Commercial,Miami,FL,33133,2018-01-30,,2018-01-30,2018-01-30,2018-01-31,2018-02-01,2018-02-08,2018-03-14,2018-03-23,0,0,1,1,7,34,9,52,33133,43 days 00:00:00.000000000,43,62,33133,30,1,30,1,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33142,2018-01-29,2018-01-29,2018-01-29,2018-01-29,2018-01-30,2018-02-28,2018-03-01,2018-03-01,2018-03-09,0,0,1,29,1,0,8,39,33142,31 days 00:00:00.000000000,31,156,33142,29,1,29,0,2018
Certificate Of Use,Office,Miami,FL,33131,2018-01-29,2018-01-29,2018-01-29,2018-01-29,2018-01-30,2018-02-07,2018-02-07,2018-02-23,2018-03-09,0,0,1,8,0,16,14,39,33131,25 days 00:00:00.000000000,25,62,33131,29,1,29,0,2018
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33150,2018-01-29,,2018-01-29,2018-01-29,2018-03-14,2018-05-17,2018-06-25,2018-06-26,2018-07-06,0,0,44,64,39,1,10,158,33150,148 days 00:00:00.000000000,148,62,33150,29,1,29,0,2018
Certificate Of Use,Office,Miami,FL,33125,2018-01-29,2018-01-29,2018-01-30,2018-01-30,2018-01-31,2018-02-01,2018-02-05,2018-02-20,2018-02-23,1,0,1,1,4,15,3,25,33125,22 days 00:00:00.000000000,22,62,33125,29,1,29,0,2018
Certificate Of Use,Office,Miami,FL,33126,2018-01-29,2018-01-29,2018-01-31,2018-01-31,2018-02-05,2018-02-06,2018-02-21,2018-02-21,2018-02-23,2,0,5,1,15,0,2,25,33126,23 days 00:00:00.000000000,23,62,33126,29,1,29,0,2018
Certificate Of Use,Office,Miami,FL,33135,2018-01-30,,2018-01-30,2018-01-30,2018-01-31,2018-02-13,2018-02-22,2018-02-22,2018-02-23,0,0,1,13,9,0,1,24,33135,23 days 00:00:00.000000000,23,62,33135,30,1,30,1,2018
Certificate Of Use,Unknown,MIAMI,FL,331428538,2013-08-20,,,,2017-12-27,,,2018-01-10,2018-01-12,,,,,,,2,1606,33142,1604 days 00:00:00.000000000,1604,413,33142,232,8,20,1,2013
Certificate Of Use,Auto-Related Commercial Establishment,Miami,FL,33126,2015-03-03,,2018-03-01,2018-03-01,2018-03-02,2018-03-05,2018-03-12,2018-07-05,2018-07-06,1094,0,1,3,7,115,1,1221,33126,1220 days 00:00:00.000000000,1220,62,33126,62,3,3,1,2015
Certificate Of Use,General Commercial,Miami,FL,33137,2018-08-22,,2018-08-22,2018-08-22,2018-08-27,2018-11-14,2018-12-03,2018-12-05,2018-12-26,0,0,5,79,19,2,21,126,33137,105 days 00:00:00.000000000,105,62,33137,234,8,22,2,2018
Certificate Of Use,General Commercial,Miami,FL,33125,2018-08-22,,2018-08-22,2018-08-22,2018-09-06,2018-09-10,2018-09-10,2018-09-11,2018-09-26,0,0,15,4,0,1,15,35,33125,20 days 00:00:00.000000000,20,62,33125,234,8,22,2,2018
Certificate Of Use,Public Parking,Miami,FL,33145,2018-08-22,2018-08-22,2018-08-22,2018-08-22,2018-08-23,2018-08-28,2018-08-28,2018-08-29,2018-09-07,0,0,1,5,0,1,9,16,33145,7 days 00:00:00.000000000,7,62,33145,234,8,22,2,2018
Certificate Of Use,Office,Miami,FL,33131,2018-08-22,2018-08-22,2018-08-22,2018-08-22,2018-08-23,2018-08-27,2018-08-27,2018-08-27,2018-09-07,0,0,1,4,0,0,11,16,33131,5 days 00:00:00.000000000,5,62,33131,234,8,22,2,2018
Certificate Of Use,Open Air Retail,Miami,FL,33137,2018-08-22,2018-08-22,2018-08-22,2018-08-22,2018-08-23,2018-08-28,2018-08-29,2018-08-29,2018-09-07,0,0,1,5,1,0,9,16,33137,7 days 00:00:00.000000000,7,62,33137,234,8,22,2,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-08-22,,2018-08-22,2018-08-22,2018-08-23,2018-08-29,2018-09-12,2018-09-12,2018-09-26,0,0,1,6,14,0,14,35,33137,21 days 00:00:00.000000000,21,62,33137,234,8,22,2,2018
Certificate Of Use,General Commercial,Miami,FL,33145,2018-08-22,2018-08-22,2018-08-22,2018-08-22,2018-08-23,2018-08-28,2018-11-27,2018-12-04,2018-12-05,0,0,1,5,91,7,1,105,33145,104 days 00:00:00.000000000,104,62,33145,234,8,22,2,2018
Certificate Of Use,Office,Miami,FL,33130,2018-08-22,2018-08-22,2018-08-23,2018-08-23,2018-08-24,2018-08-28,2018-08-29,2018-08-31,2018-09-07,1,0,1,4,1,2,7,16,33130,9 days 00:00:00.000000000,9,62,33130,234,8,22,2,2018
Certificate Of Use,Unknown,Miami,FL,33130,2018-08-22,,2018-08-22,2018-08-22,2018-08-23,2018-08-29,2018-09-12,2018-09-12,2018-09-26,0,0,1,6,14,0,14,35,33130,21 days 00:00:00.000000000,21,413,33130,234,8,22,2,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33126,2018-08-22,2018-08-22,2018-08-27,2018-08-27,2018-08-28,2018-09-17,2018-09-20,2018-09-20,2018-09-26,5,0,1,20,3,0,6,35,33126,29 days 00:00:00.000000000,29,156,33126,234,8,22,2,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33135,2018-08-22,2018-08-22,2018-08-24,2018-08-24,2018-08-27,2018-09-14,2018-09-14,2018-09-14,2018-09-26,2,0,3,18,0,0,12,35,33135,23 days 00:00:00.000000000,23,156,33135,234,8,22,2,2018
Certificate Of Use,Office,Miami,FL,33131,2018-08-22,2018-08-22,2018-08-22,2018-08-22,2018-09-07,2018-09-13,2018-09-14,2018-09-14,2018-09-26,0,0,16,6,1,0,12,35,33131,23 days 00:00:00.000000000,23,62,33131,234,8,22,2,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33131,2018-08-23,,2018-08-23,2018-08-23,2018-08-24,2018-08-30,2018-08-30,2018-08-30,2018-09-07,0,0,1,6,0,0,8,15,33131,7 days 00:00:00.000000000,7,105,33131,235,8,23,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33135,2018-08-22,2018-08-22,2018-08-28,2018-08-28,2018-08-29,2018-09-04,2018-09-27,2018-10-02,2018-10-12,6,0,1,6,23,5,10,51,33135,41 days 00:00:00.000000000,41,156,33135,234,8,22,2,2018
Certificate Of Use,General Commercial,Miami,FL,33145,2018-08-22,2018-08-22,2018-08-27,2018-08-27,2018-08-28,2018-08-30,2018-09-07,2018-09-07,2018-09-26,5,0,1,2,8,0,19,35,33145,16 days 00:00:00.000000000,16,62,33145,234,8,22,2,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33142,2018-08-22,2018-08-22,2018-08-23,2018-08-23,2018-08-24,2018-10-04,2018-10-05,2018-10-05,2018-10-12,1,0,1,41,1,0,7,51,33142,44 days 00:00:00.000000000,44,156,33142,234,8,22,2,2018
Certificate Of Use,Office,Miami,FL,33131,2018-08-22,2018-08-22,2018-08-23,2018-08-23,2018-08-24,2018-08-31,2018-09-04,2018-09-05,2018-09-07,1,0,1,7,4,1,2,16,33131,14 days 00:00:00.000000000,14,62,33131,234,8,22,2,2018
Certificate Of Use,General Commercial,Miami,FL,33142,2018-08-23,,2018-08-23,2018-08-23,2018-08-24,2018-08-31,2018-09-20,2018-09-20,2018-09-26,0,0,1,7,20,0,6,34,33142,28 days 00:00:00.000000000,28,62,33142,235,8,23,3,2018
Certificate Of Use,Unknown,Miami,FL,33136,2018-08-23,,2018-08-23,2018-08-23,2018-09-05,2018-10-23,2018-11-14,2018-11-15,2018-11-19,0,0,13,48,22,1,4,88,33136,84 days 00:00:00.000000000,84,413,33136,235,8,23,3,2018
Certificate Of Use,Unknown,Miami,FL,33127,2018-08-23,,2018-08-23,2018-08-23,2018-08-24,2018-08-27,2018-09-07,2018-09-20,2018-09-26,0,0,1,3,11,13,6,34,33127,28 days 00:00:00.000000000,28,413,33127,235,8,23,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33137,2018-08-23,2018-08-23,2018-08-23,2018-08-23,2018-08-25,2018-09-25,2018-10-19,2018-10-22,2018-10-26,0,0,2,31,24,3,4,64,33137,60 days 00:00:00.000000000,60,156,33137,235,8,23,3,2018
Certificate Of Use,Office,Miami,FL,33138,2018-08-23,,2018-08-23,2018-08-23,2018-08-24,2018-08-29,2018-08-31,2018-09-04,2018-09-07,0,0,1,5,2,4,3,15,33138,12 days 00:00:00.000000000,12,62,33138,235,8,23,3,2018
Certificate Of Use,General Commercial,Miami,FL,33131,2018-08-23,2018-08-23,2018-08-24,2018-08-24,2018-08-25,2018-08-28,2018-08-30,2018-09-05,2018-09-07,1,0,1,3,2,6,2,15,33131,13 days 00:00:00.000000000,13,62,33131,235,8,23,3,2018
Certificate Of Use,Office,Miami,FL,33137,2018-08-23,2018-08-23,2018-08-30,2018-08-30,2018-09-13,2018-11-01,2018-11-07,2018-11-07,2018-11-19,7,0,14,49,6,0,12,88,33137,76 days 00:00:00.000000000,76,62,33137,235,8,23,3,2018
Certificate Of Use,Office,Miami,FL,33130,2018-08-23,,2018-08-23,2018-08-23,2018-08-29,2018-08-30,2018-12-14,2019-01-08,2019-01-18,0,0,6,1,106,25,10,148,33130,138 days 00:00:00.000000000,138,62,33130,235,8,23,3,2018
Certificate Of Use,General Commercial,Miami,FL,33135,2018-08-23,2018-08-23,2018-08-23,2018-08-23,2018-08-28,2018-08-29,2018-09-26,2018-09-27,2018-10-01,0,0,5,1,28,1,4,39,33135,35 days 00:00:00.000000000,35,62,33135,235,8,23,3,2018
Certificate Of Use,General Commercial,Miami,FL,33137,2018-08-23,2018-08-23,2018-08-28,2018-08-28,2018-08-29,2018-09-07,2018-09-11,2018-10-10,2018-10-12,5,0,1,9,4,29,2,50,33137,48 days 00:00:00.000000000,48,62,33137,235,8,23,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33136,2018-08-23,2018-08-23,2018-08-24,2018-08-24,2019-02-28,2019-03-28,2019-03-28,2019-03-29,2019-04-02,1,0,188,28,0,1,4,222,33136,218 days 00:00:00.000000000,218,156,33136,235,8,23,3,2018
Certificate Of Use,Multi Family Housing,Miami,FL,33136,2018-08-23,2018-08-23,2018-08-24,2018-08-24,2018-09-27,2018-10-16,2019-01-23,2020-02-21,2020-02-27,1,0,34,19,99,394,6,553,33136,547 days 00:00:00.000000000,547,156,33136,235,8,23,3,2018
Certificate Of Use,Office,Miami,FL,33126,2018-08-23,2018-08-23,2018-08-29,2018-08-29,2018-09-06,2018-09-06,2018-09-07,2018-10-31,2018-11-07,6,0,8,0,1,54,7,76,33126,69 days 00:00:00.000000000,69,62,33126,235,8,23,3,2018
Certificate Of Use,Office,Miami,FL,33131,2018-08-24,,2018-08-24,2018-08-24,2018-08-25,2018-08-27,2018-08-31,2018-09-12,2018-09-26,0,0,1,2,4,12,14,33,33131,19 days 00:00:00.000000000,19,62,33131,236,8,24,4,2018
Certificate Of Use,Office,Miami,FL,33132,2018-08-24,,2018-08-24,2018-08-24,2018-08-30,2018-08-31,2018-08-31,2018-09-06,2018-09-07,0,0,6,1,0,6,1,14,33132,13 days 00:00:00.000000000,13,62,33132,236,8,24,4,2018
Certificate Of Use,General Commercial,Miami,FL,33138,2018-08-24,2018-08-24,2018-08-29,2018-08-29,2018-09-06,2018-09-12,2018-09-21,2018-09-21,2018-09-26,5,0,8,6,9,0,5,33,33138,28 days 00:00:00.000000000,28,62,33138,236,8,24,4,2018
Certificate Of Use,Office,Miami,FL,33137,2018-08-24,2018-08-24,2018-08-29,2018-08-29,2018-08-29,2018-09-05,2018-09-07,2018-09-12,2018-09-26,5,0,0,7,2,5,14,33,33137,19 days 00:00:00.000000000,19,62,33137,236,8,24,4,2018
Certificate Of Use,General Commercial,Miami,FL,33135,2018-08-24,,2018-08-24,2018-08-24,2018-08-25,2018-09-10,2018-10-02,2018-10-04,2018-10-12,0,0,1,16,22,2,8,49,33135,41 days 00:00:00.000000000,41,62,33135,236,8,24,4,2018
Certificate Of Use,Unknown,Miami,FL,33126,2018-08-24,2018-08-24,2018-08-31,2018-08-31,2018-09-06,2018-09-11,2018-09-17,2018-10-19,2018-10-26,7,0,6,5,6,32,7,63,33126,56 days 00:00:00.000000000,56,413,33126,236,8,24,4,2018
Certificate Of Use,Food Service Establishment,Miami,FL,33125,2018-08-27,2018-08-27,2018-08-27,2018-08-27,2018-08-28,2018-08-29,2018-08-29,2018-11-26,2018-12-05,0,0,1,1,0,89,9,100,33125,91 days 00:00:00.000000000,91,105,33125,239,8,27,0,2018
Accessory Of Use,Home Office,Miami,FL,33133,2018-08-27,,2018-08-27,2018-08-27,2018-08-28,2018-08-30,2018-08-30,2018-09-07,2018-09-26,0,0,1,2,0,8,19,30,33133,11 days 00:00:00.000000000,11,28,33133,239,8,27,0,2018
Certificate Of Use,General Commercial,Miami,FL,33144,2018-08-27,,2018-08-27,2018-08-27,2018-08-31,2018-09-06,2018-09-10,2018-09-20,2018-09-26,0,0,4,6,4,10,6,30,33144,24 days 00:00:00.000000000,24,62,33144,239,8,27,0,2018
Certificate Of Use,Office,Miami,FL,33132,2018-08-27,,2018-08-27,2018-08-27,2018-08-28,2018-08-28,2018-08-31,2018-09-05,2018-09-07,0,0,1,0,3,5,2,11,33132,9 days 00:00:00.000000000,9,62,33132,239,8,27,0,2018
Certificate Of Use,Office,Miami,FL,33126,2018-08-28,,2018-08-28,2018-08-28,2018-08-31,2018-09-04,2018-09-05,2018-09-07,2018-09-26,0,0,3,4,1,2,19,29,33126,10 days 00:00:00.000000000,10,62,33126,240,8,28,1,2018
Certificate Of Use,General Commercial,Miami,FL,33132,2018-08-27,2018-08-27,2018-08-27,2018-08-27,2018-08-28,2018-08-29,2018-09-04,2018-09-04,2018-09-07,0,0,1,1,6,0,3,11,33132,8 days 00:00:00.000000000,8,62,33132,239,8,27,0,2018
Certificate Of Use,Office,Miami,FL,33131,2018-08-28,,2018-08-28,2018-08-28,2018-09-12,2018-09-13,2018-09-19,2018-11-21,2018-12-05,0,0,15,1,6,63,14,99,33131,85 days 00:00:00.000000000,85,62,33131,240,8,28,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-08-28,,2018-08-28,2018-08-28,2018-09-12,2018-09-13,2018-09-19,2018-11-21,2018-12-05,0,0,15,1,6,63,14,99,33131,85 days 00:00:00.000000000,85,62,33131,240,8,28,1,2018
Certificate Of Use,Office,Miami,FL,33131,2018-08-28,,2018-08-28,2018-08-28,2018-09-12,2018-09-13,2018-09-19,2018-11-21,2018-12-05,0,0,15,1,6,63,14,99,33131,85 days 00:00:00.000000000,85,62,33131,240,8,28,1,2018
